fs_id,snapshot,inr_db,interf_dbm
EP06,24,-40.210534921335096,-135.68793004003467
EP06,25,-51.55769255878883,-147.0350876774884
EP06,26,-56.674283732779,-152.15167885147858
EP06,27,-53.631221700997855,-149.10861681969743
EP06,28,-62.169193502306825,-157.6465886210064
EP06,29,-50.64000327773098,-146.11739839643056
EP06,30,-50.809794536667255,-146.28718965536683
EP06,31,-43.87139776390137,-139.34879288260095
EP06,32,-25.941121797115997,-121.41851691581557
EP06,33,-21.53381350430611,-117.01120862300569
EP06,34,-50.739921754251355,-146.21731687295093
EP06,35,-46.66946066728261,-142.14685578598218
EP06,36,-59.734818841096114,-155.2122139597957
EP06,37,-42.93814160978687,-138.41553672848644
EP06,38,-50.930817102270964,-146.40821222097054
EP06,39,-52.637132115387175,-148.11452723408675
EP06,40,-56.345003216826456,-151.82239833552603
EP06,41,-53.573773440644686,-149.05116855934426
EP06,42,-56.58762830257646,-152.06502342127604
EP06,43,-36.28978870620375,-131.76718382490333
EP06,44,-37.573548636911,-133.05094375561058
EP06,45,-40.40920048035946,-135.88659559905904
EP06,46,-48.50609310901578,-143.98348822771536
EP06,47,-46.72766344929218,-142.20505856799176
EP06,48,-44.29529541948958,-139.77269053818915
EP06,49,-46.050947791117466,-141.52834290981704
EP06,50,-48.54331243021912,-144.0207075489187
EP06,51,-54.58685060440513,-150.0642457231047
EP06,52,-43.145100804708676,-138.62249592340825
EP06,53,-42.75254905574346,-138.22994417444303
EP06,54,-47.336453110245714,-142.8138482289453
EP06,55,-36.17515937752816,-131.65255449622774
EP06,56,-37.295384370588636,-132.7727794892882
EP06,57,-37.23055513507768,-132.70795025377726
EP06,58,-69.32345274033796,-164.80084785903753
EP06,59,-48.10617672223009,-143.58357184092966
EP06,60,-60.23061366704877,-155.70800878574835
EP06,61,-59.97066506779811,-155.44806018649768
EP06,62,-58.747189912838735,-154.2245850315383
EP06,63,-39.93046023104219,-135.40785534974177
EP06,64,-56.47440518119399,-151.95180029989356
EP06,65,-60.598054651502025,-156.0754497702016
EP06,66,-45.52703131505251,-141.0044264337521
EP06,67,-39.457611549565286,-134.93500666826486
EP06,68,-46.733019939576394,-142.21041505827597
EP06,69,-53.379695367339394,-148.85709048603897
EP06,70,-56.909797402812586,-152.38719252151216
EP06,71,-54.79249354732076,-150.26988866602034
EP06,72,-41.342857131945806,-136.82025225064538
EP06,73,-58.28686588750361,-153.76426100620318
EP06,74,-40.08304180981909,-135.56043692851867
EP06,75,-45.311972431961976,-140.78936755066155
EP06,76,-43.92894262547884,-139.40633774417842
EP06,77,-39.348861210281086,-134.82625632898066
EP06,78,-47.143323758594136,-142.6207188772937
EP06,79,-47.41731430089254,-142.89470941959212
