# Results collected after 100 snapshots.
-3.63321	0.00014
-3.17284	0.00014
-2.71247	0.00014
-2.25210	0.00028
-1.79173	0.00028
-1.33137	0.00028
-0.87100	0.00028
-0.41063	0.00028
0.04974	0.00028
0.51011	0.00028
0.97048	0.00043
1.43085	0.00043
1.89122	0.00043
2.35159	0.00043
2.81196	0.00043
3.27233	0.00043
3.73269	0.00057
4.19306	0.00057
4.65343	0.00071
5.11380	0.00071
5.57417	0.00071
6.03454	0.00071
6.49491	0.00071
6.95528	0.00071
7.41565	0.00071
7.87602	0.00085
8.33638	0.00114
8.79675	0.00128
9.25712	0.00128
9.71749	0.00156
10.17786	0.00156
10.63823	0.00185
11.09860	0.00199
11.55897	0.00242
12.01934	0.00270
12.47971	0.00284
12.94008	0.00327
13.40044	0.00356
13.86081	0.00384
14.32118	0.00412
14.78155	0.00441
15.24192	0.00441
15.70229	0.00484
16.16266	0.00555
16.62303	0.00640
17.08340	0.00711
17.54377	0.00768
18.00413	0.00853
18.46450	0.00924
18.92487	0.00995
19.38524	0.01152
19.84561	0.01308
20.30598	0.01394
20.76635	0.01522
21.22672	0.01635
21.68709	0.01778
22.14746	0.01991
22.60783	0.02190
23.06819	0.02290
23.52856	0.02432
23.98893	0.02560
24.44930	0.02702
24.90967	0.02873
25.37004	0.03086
25.83041	0.03242
26.29078	0.03441
26.75115	0.03740
27.21152	0.03939
27.67188	0.04195
28.13225	0.04551
28.59262	0.04835
29.05299	0.05048
29.51336	0.05404
29.97373	0.05688
30.43410	0.06001
30.89447	0.06286
31.35484	0.06627
31.81521	0.06997
32.27558	0.07295
32.73594	0.07551
33.19631	0.08006
33.65668	0.08220
34.11705	0.08618
34.57742	0.08916
35.03779	0.09300
35.49816	0.09599
35.95853	0.09954
36.41890	0.10367
36.87927	0.10680
37.33963	0.10993
37.80000	0.11348
38.26037	0.11732
38.72074	0.12102
39.18111	0.12358
39.64148	0.12870
40.10185	0.13325
40.56222	0.13751
41.02259	0.14050
41.48296	0.14662
41.94333	0.15088
42.40369	0.15444
42.86406	0.15799
43.32443	0.16183
43.78480	0.16709
44.24517	0.17150
44.70554	0.17691
45.16591	0.18245
45.62628	0.18771
46.08665	0.19340
46.54702	0.19866
47.00738	0.20449
47.46775	0.20961
47.92812	0.21459
48.38849	0.22042
48.84886	0.22853
49.30923	0.23578
49.76960	0.24431
50.22997	0.25114
50.69034	0.25825
51.15071	0.26664
51.61108	0.27418
52.07144	0.28399
52.53181	0.29394
52.99218	0.30233
53.45255	0.31186
53.91292	0.32267
54.37329	0.33447
54.83366	0.34599
55.29403	0.35722
55.75440	0.36988
56.21477	0.38268
56.67513	0.39605
57.13550	0.40899
57.59587	0.42520
58.05624	0.44027
58.51661	0.45520
58.97698	0.47113
59.43735	0.48677
59.89772	0.50526
60.35809	0.52290
60.81846	0.54024
61.27883	0.55916
61.73919	0.57750
62.19956	0.59400
62.65993	0.61121
63.12030	0.62799
63.58067	0.64391
64.04104	0.66382
64.50141	0.68217
64.96178	0.70065
65.42215	0.71615
65.88252	0.73450
66.34288	0.74957
66.80325	0.76550
67.26362	0.78299
67.72399	0.79750
68.18436	0.81158
68.64473	0.82622
69.10510	0.83987
69.56547	0.85139
70.02584	0.86220
70.48621	0.87130
70.94658	0.88282
71.40694	0.89093
71.86731	0.90031
72.32768	0.91126
72.78805	0.91809
73.24842	0.92491
73.70879	0.93160
74.16916	0.93942
74.62953	0.94539
75.08990	0.95080
75.55027	0.95677
76.01063	0.96217
76.47100	0.96701
76.93137	0.97170
77.39174	0.97568
77.85211	0.97910
78.31248	0.98222
78.77285	0.98493
79.23322	0.98734
79.69359	0.98962
80.15396	0.99076
80.61433	0.99147
81.07469	0.99261
81.53506	0.99431
81.99543	0.99559
82.45580	0.99701
82.91617	0.99801
83.37654	0.99844
83.83691	0.99858
84.29728	0.99872
84.75765	0.99886
85.21802	0.99886
85.67838	0.99886
86.13875	0.99915
86.59912	0.99929
87.05949	0.99943
87.51986	0.99972
87.98023	1.00000
