samples
-28.756613169968865
-36.711166815409086
-43.43829869885611
-50.61974617759159
-56.37665427554346
-40.74446481491253
-62.629986480100186
-31.431673628571875
-82.69272624389822
-30.439941747988016
-92.92676949823766
-54.802070391878026
-38.16179838048524
-14.130336183322905
-47.7489471397216
-31.34479020635603
-33.650930495015345
-56.81592224866347
-56.289648417809694
-76.03789487098302
-44.1089894117958
-42.22254901379326
-41.85692415531709
-27.99937474736015
-34.39030113147393
-26.089890752638155
-51.69205717043739
-13.802722372099083
-39.50463156684058
-52.56436747402376
-51.274842256741024
-8.416034016320275
-26.532712986913808
-49.66877182292673
-51.4055676688297
-50.90949936379131
-35.85069118631602
-49.468997963968775
-54.84200990234127
-16.674225215183284
-9.144474419985759
-40.30723307595026
-30.833431390053338
-36.50396727900494
-32.42802672849658
-78.63615997926627
-50.000315126088765
-47.84238549297993
-62.65293856227552
-76.62543658727918
-60.5079602374309
-38.90659022888986
-32.42365142452779
-32.75554337428444
-38.99821460866988
-85.37212479838507
-54.85283525743547
-31.372096758630217
-43.482815167197415
-50.8848821684028
-48.9204454081532
-68.2409615577954
-39.21424387945618
-71.33793008702374
-53.556729019769605
-46.1308144964772
-49.63100326253798
-48.056390625382384
-29.333239273753254
-53.120387214797134
-73.33334550719248
-45.97942292251523
-17.701203595258765
-69.03217525375327
-60.74538986007728
-10.037972895098507
-35.26166955544963
-33.40700773712262
-20.526806884801488
-43.17669432864548
-24.467431318008764
-33.603790150761434
-20.140865583817508
-35.98133210344484
-66.09741892061442
-47.66940076198309
-69.15471019035422
-24.47746733564468
-52.01522845358198
-47.13166125012838
-28.738657288337162
-71.23839776289834
-50.03820820820087
-51.47908067330569
-41.57123723737523
-69.78752038216999
-94.37661106982824
-44.54459626028309
-50.67456417576579
-50.52850611311999
-60.8910101051703
-52.755557849990566
-57.64009996021021
-44.3721505863071
-51.3711918086571
-71.1963840158681
-63.810462793508904
-53.91489280550002
-128.14130789516474
-37.243895415423076
-47.4220025275176
-51.04311444572826
-51.898133183146996
-46.18386225374368
-28.83406105606023
-46.60457095319361
-47.61244914331567
-30.815530019975654
-51.209346943820684
-34.961892882589005
-77.3558314659294
-62.293659031516086
-60.9361093566945
-38.936201021092536
-39.15599204645916
-58.84697752324212
-56.139123379502436
-27.248482061819992
-46.17609066612198
-41.13408079063932
-52.33928974710717
-29.45170172711169
-35.872039876158276
-36.16937313569088
-42.32275084757346
-39.551171323321825
-75.97435907442139
-57.87099200129559
-25.436531745904745
-47.30191544951537
-43.42030026115711
-21.80669848783777
-39.49210104669785
-41.99735624891308
-55.88678421355091
-39.29974328666945
-35.44847380656592
-16.168713036056047
-57.184636666899834
-52.56275590484714
-80.47487438309284
-53.776432400918935
-61.88942667029936
-58.332959120587724
-54.59040826670237
-81.47387437470648
-37.36129500264687
-58.85186005959491
-32.19227133166695
-100.63145966084987
-46.526928811125615
-64.3614716871728
-61.92879861059558
-58.70674282180008
-68.43184828353384
-49.79963001067139
-33.843058380481445
-34.63888698594045
-56.68998476221503
-42.58214532550297
-36.26929986915909
-55.78093890329188
-49.80408105527377
-52.50772522896327
-57.94673364036717
-63.39360835881628
-50.617885391630594
-35.448708439534
-46.3361940861138
-29.03944578500083
-65.12327176737298
-51.70064331955131
-46.03207942174035
-34.279912005577145
-39.157430005648315
-41.30006822445354
-42.51550143298431
-22.72392352237822
-57.87942838897247
-58.89044043546395
-23.99994738259757
-30.95204926105386
-48.46519675205116
-46.36637026314687
-52.178874840970266
-32.324646518546885
2.380562629959929
-43.801666405954194
-49.239155460140985
-60.08966489519099
-50.03319075195419
-81.53897701667779
-52.92400539579717
-79.59918707507492
-35.21077978181628
-36.00819016703145
-41.50776168108831
-25.006144076393433
-39.29809352918681
-51.67707129155533
-50.84358047643689
-23.17044874492797
-29.84770449459193
-40.898940283391255
-51.30544664732865
-36.860283525772665
-41.846369643556805
-39.558931255343865
-61.71196962429611
-19.736825931204322
-29.631113776175127
-41.122200586171914
-56.1793019483043
-29.903854016606417
-44.50352949344479
-61.79976301772858
-20.998739205027146
-42.54033307465643
-60.58705585977606
-39.31995912335289
-10.755903623193554
-8.291894378632302
-38.324280841076536
-25.006199168534373
-54.378995238914015
-32.79905138204194
-42.754934275565105
-33.5076473584468
-74.10771534635472
-42.30976006888325
-37.290971648963506
-26.67340554155773
-51.70319406224669
-69.62955658291102
-28.62162929068672
-33.42878485540996
-48.87015187730781
-64.98909711606083
-60.46062882018521
-42.366716726213426
-33.85962995803728
-70.21786357003691
-44.88756964586087
-42.31194779194195
-11.676330913580836
-38.82528216630983
-57.014648504299686
-47.51247550612713
-51.30636931743973
-25.422188671681376
-31.928274106848615
-55.27889924287094
-45.44782483629022
-39.398842223117164
-59.831100383221155
-30.819892289717284
-56.3124598875453
-28.70582785201946
-24.26731107788171
-38.409326324965775
-64.01803669207666
-67.41397686271276
-51.539640149505374
-38.06533638960514
-35.309168059392896
-25.853619009075288
-48.41695621579686
-71.88248515372038
-48.57588999486623
-53.052924862456976
-37.095735036862294
-48.58482467307896
-64.79195319602566
-41.82862511179002
-55.296520080067125
-58.40097280795821
-85.23663592601311
-43.68083848400193
-32.56504794192233
-22.026091219671635
-32.084987685992495
-61.136201686089784
-56.0520800988638
-64.4495880714853
-47.5808650237191
-43.27124595259294
-76.07994747465939
-37.2937870126355
-65.5472286793251
-63.76640183641935
-15.257989120564256
-40.739166818017964
-38.23792314162566
-42.12780017905689
-42.460442827321366
-33.80565073119548
-28.324713599335436
-35.23602604905437
-50.69201854175317
-34.792001593494014
-31.885055202084217
-32.284553928073024
-35.19251058168498
-39.21907379784444
-37.818986354573994
-47.39839864027401
-61.23600941690111
-46.81037175214608
-26.34559801709896
-28.463497653304287
-29.800235013208606
-25.63177243880705
-11.875214765365566
-31.017438801173217
-39.09605716932431
-27.014625043517867
-29.448249799422165
-48.44679964272848
-47.29942550992673
-63.358179941647336
-22.97380942615313
-43.57650964336544
-11.554629682268008
-54.520757577233184
-42.558930605957705
-24.93939207629365
-43.30343569596987
-59.7030332419365
-49.859693245294665
-54.0707980971044
-22.08752751529597
-28.78779974247764
-72.80886656177378
-31.944212739602065
-78.08808236125084
-35.38395774486459
-54.717325556700025
-47.02974915932431
-55.09797852770747
-54.69389028853016
-49.73802363710688
-51.85321269807096
-16.12583463076161
-49.85745482527614
-40.327453119165504
-31.165251528533048
-32.846491995554246
-53.55891395950447
-52.29457391079779
-41.95528710281029
-43.8820494108333
-46.956553117876865
-58.467024597700046
-77.74427174301795
-34.61058930690797
-85.08143864393327
-69.82446114348258
-49.02360057405062
-71.6979591397633
-47.749461556118085
-64.95267152321466
-66.50353728960317
-54.289663125282416
-59.79923283747586
-18.213863729271385
-24.41571982124199
-64.72243580271436
-53.15538872238927
-60.54819193708246
-45.71650272909433
-51.95361468317601
-87.53615433620632
-59.519660494063274
-55.436803181245935
-41.222262279964575
-40.93643859538166
-27.031450850034133
-62.96389688115252
-42.67444728463397
-35.87115137276709
-46.60636656368273
-46.0661192803546
-53.974061172066044
-41.294815863530104
-26.83726641997735
-60.7565592377923
-47.472979636580696
-78.65237262570416
-32.52884745528326
-32.26966340689384
-37.65414935974314
-35.52081863698507
-57.07354254927328
-83.29616426120006
-49.7092432511155
-35.94769174569224
-43.425198353214846
-28.108412643118527
-53.36463414520128
-44.92141774583851
-57.420844380729434
-69.10352769266825
-63.76754431823767
-27.1881142584619
-45.78672813107981
-35.950968557031516
-40.6334515384914
-54.405524634548556
-52.83571186625467
-48.36424083512636
-28.0817191741086
-66.17800200838072
-52.846856640205075
-34.68204415443793
-48.944358885677005
-48.14045586509674
-87.61700555097897
-65.93795361761927
-59.80581947278151
-52.552589194456914
-49.11034878469236
-50.56790504520962
-59.23183208072187
-61.767883184997494
-70.58555447044372
-17.403958323815168
-65.95070833336932
-29.14892169775509
-13.511656332393361
-41.508673202468806
-18.967308691657095
-39.74319820197417
-73.7014582843318
-48.097278888554015
-63.10202039757445
-57.625365164590036
-41.62486630557411
-28.501237876694788
-48.899229976952014
-22.07197050273791
-48.47537966650721
-33.07304793748661
-45.32036058267025
-34.32788726889214
-43.90989914327959
-34.328340816436764
-37.55787314527234
-28.904382647809832
-48.96405682742865
-26.921593987230708
-32.01679044547505
-28.466011323767454
-36.765556983753555
-30.49868917996562
-36.63650865248799
-50.78772011952486
-47.38055360143338
-42.54739522996073
-31.357574568272447
-43.826767337019135
-33.893143076569984
-30.392225153237224
-40.65300038290326
-34.51341593461321
-49.74436885913651
-52.07752430724254
-46.14321680891743
-44.53212145362055
-46.11016337892239
-46.59702627419032
-58.128802650366495
-49.1582322189269
-37.734998496570476
-47.98214264399408
-47.68704020082087
-71.60572583980974
-25.880546906102193
-24.97357363440772
-35.989111030888324
-46.95316540713186
-44.231171703276715
-37.687228688681785
-41.37568021055688
-31.652158555697667
-82.88792735038854
-33.64841329147052
-28.25761077236817
-15.869860502593768
-33.90317246252498
-37.83019958578924
-57.70028127904592
-51.763541991032056
-46.368319495077714
-39.97414028528755
-54.401430077764424
-29.264061147574672
-50.01433212895308
-22.678170215477213
-30.82309105324447
-28.27239653434487
-71.95276637000646
-33.59165448215016
-8.571929994588753
-48.97545428341846
-38.762931294298156
-71.40856625371785
-56.37391013784453
-49.05018015560701
-56.7427162185072
-35.10387241837626
-47.018679800208204
-36.117360892040395
-33.92673642401158
-24.47361634422085
-55.36584612200271
-44.26575779511377
-49.70813103989361
-70.26393712198677
-104.43407263364239
-47.57853391048839
-33.738580335648365
-43.48268680695644
-37.73444487208556
-39.62165470755865
-59.26068001813887
-45.56561679303803
-37.54551857309763
-16.59110779026287
-63.55130711595332
-49.19148550205641
-81.48220219275584
-94.60498171924031
