# Results collected after 1000 snapshots.
x,y
-25.0,0.2857142857142857
-24.86281765872516,0.2857142857142857
-24.725635317450315,0.2857142857142857
-24.588452976175475,0.2857142857142857
-24.451270634900634,0.2857142857142857
-24.314088293625794,0.2857142857142857
-24.17690595235095,0.2857142857142857
-24.03972361107611,0.2857142857142857
-23.90254126980127,0.2857142857142857
-23.765358928526428,0.2857142857142857
-23.628176587251584,0.2857142857142857
-23.490994245976744,0.2857142857142857
-23.353811904701903,0.2857142857142857
-23.216629563427063,0.2857142857142857
-23.07944722215222,0.2857142857142857
-22.942264880877378,0.2857142857142857
-22.805082539602537,0.2857142857142857
-22.667900198327693,0.2857142857142857
-22.530717857052853,0.2857142857142857
-22.393535515778012,0.2857142857142857
-22.25635317450317,0.2857142857142857
-22.119170833228328,0.2857142857142857
-21.981988491953487,0.2857142857142857
-21.844806150678647,0.2857142857142857
-21.707623809403806,0.2857142857142857
-21.570441468128962,0.2857142857142857
-21.43325912685412,0.2857142857142857
-21.29607678557928,0.2857142857142857
-21.158894444304437,0.2857142857142857
-21.021712103029596,0.2857142857142857
-20.884529761754756,0.2857142857142857
-20.747347420479915,0.2857142857142857
-20.610165079205075,0.2857142857142857
-20.47298273793023,0.2857142857142857
-20.33580039665539,0.2857142857142857
-20.19861805538055,0.2857142857142857
-20.061435714105706,0.2857142857142857
-19.924253372830865,0.2857142857142857
-19.787071031556025,0.2857142857142857
-19.649888690281184,0.2857142857142857
-19.512706349006343,0.2857142857142857
-19.3755240077315,0.2857142857142857
-19.23834166645666,0.2857142857142857
-19.10115932518182,0.2857142857142857
-18.963976983906974,0.2857142857142857
-18.826794642632134,0.2857142857142857
-18.689612301357293,0.2857142857142857
-18.55242996008245,0.2857142857142857
-18.41524761880761,0.2857142857142857
-18.278065277532768,0.2857142857142857
-18.140882936257928,0.2857142857142857
-18.003700594983087,0.2857142857142857
-17.866518253708243,0.2857142857142857
-17.729335912433402,0.5714285714285714
-17.592153571158562,0.5714285714285714
-17.454971229883718,0.5714285714285714
-17.317788888608877,0.5714285714285714
-17.180606547334037,0.5714285714285714
-17.043424206059193,0.5714285714285714
-16.906241864784356,0.5714285714285714
-16.76905952350951,0.5714285714285714
-16.63187718223467,0.5714285714285714
-16.49469484095983,0.5714285714285714
-16.357512499684987,0.5714285714285714
-16.220330158410146,0.5714285714285714
-16.083147817135306,0.5714285714285714
-15.945965475860463,0.5714285714285714
-15.808783134585621,0.5714285714285714
-15.67160079331078,0.5714285714285714
-15.534418452035938,0.5714285714285714
-15.397236110761098,0.7142857142857143
-15.260053769486255,0.7142857142857143
-15.122871428211415,0.7142857142857143
-14.985689086936572,0.7142857142857143
-14.848506745661732,0.7142857142857143
-14.71132440438689,0.7142857142857143
-14.574142063112049,0.7142857142857143
-14.436959721837207,0.7142857142857143
-14.299777380562366,0.7142857142857143
-14.162595039287524,0.7142857142857143
-14.025412698012683,0.7142857142857143
-13.888230356737841,0.7142857142857143
-13.751048015462999,0.7142857142857143
-13.613865674188158,0.7142857142857143
-13.476683332913316,0.7142857142857143
-13.339500991638475,0.7142857142857143
-13.202318650363633,0.7142857142857143
-13.065136309088793,0.7142857142857143
-12.92795396781395,0.7142857142857143
-12.79077162653911,0.7142857142857143
-12.653589285264268,0.7142857142857143
-12.516406943989427,0.7142857142857143
-12.379224602714585,0.7142857142857143
-12.242042261439744,0.7142857142857143
-12.104859920164902,0.7142857142857143
